show_id,title,description
80203997,Baahubali 2: The Conclusion (Tamil Version),"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Tamil conclusion to the historic saga."
80204117,Baahubali: The Beginning (Hindi Version),Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Hindi version of S.S. Rajamouli's epic.
80204119,Baahubali: The Beginning (Malayalam Version),Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Malayalam version of S.S. Rajamouli's epic.
80204118,Baahubali: The Beginning (Tamil Version),Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Tamil version of S.S. Rajamouli's epic.
80163368,Mission: Destroy Love,Two strangers meet by chance on a trip to Thailand and form a connection when they realize their former romantic partners ended up getting together.
80184868,The Black Room,A couple's new dream home morphs into a nightmare after they learn that an evil and lustful spirit resides in their basement.
80044888,Crazy Beautiful You,A rebellious daughter accompanies her mother on a medical mission where she falls for the handsome politician's son assigned to be her chaperone.
80050006,I'm Brent Morin,"In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician."
80002621,Jim Jefferies : BARE,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control."
81145273,Professor Mack,"When a confident college professor is courted by four eligible and well-established men, she struggles to decide who she likes the best."
81001278,Sebastian Maniscalco: Why Would You Do That,"Sebastian Maniscalco delivers an expressive stand-up at the legendary Beacon Theatre on Whole Foods, family nicknames and dodging obnoxious neighbors."
80165221,LEGO Marvel Super Heroes: Avengers Reassembled!,"When Ultron seizes control of Iron Man's armor, the Avengers race to save their friend and stop an evil plot to take over the world."
81035835,Detention Letter,A man begins to regret his choices when his brother decides to join him as a member of the same terrorist organization.
81143771,Enter the Anime,"What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers."
80208295,No One Will Ever Know,A mother and young son escape into their own imaginations to ignore the reality of their lives in rural Mexico.
80138681,Enter the Warriors Gate,"An avid gamer is magically transported to ancient China, where he must become a warrior in order to save the princess from an evil warlord."
80167488,Lady Bloodfight,An American travels to Hong Kong in hopes of winning a lucrative – but potentially deadly – all-female underground fighting tournament.
80142222,Operation Mekong,"In a dangerous area of the Mekong River, a drug raid ending in 13 deaths arouses the suspicions of a narcotics officer who sets out to find the truth."
80156927,Sky on Fire,The security chief at a top-level medical facility must fight to ensure that revolutionary cancer research doesn't fall into the wrong hands.
80108759,David Cross: Making America Great Again!,"Cross skewers Donald Trump, religious taboos and American swagger in a provocative night of comedy at the Paramount Theatre in Austin, Texas."
80057578,The Little Prince,"When an overscheduled girl befriends an eccentric aviator, he regales her with tales about the adventures of an unusual boy who lives on an asteroid."
80018296,Yellowbird,"An orphaned bird tags along with a flock on their long migration to Africa and becomes a hero when his newfound ""family"" runs into trouble."
70303426,2 States,"Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences."
80104648,Baaghi,A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.
80992995,Brij Mohan Amar Rahe,Faking his death to escape the realities of his uneventful life worked out well for Brij Mohan – until he was sentenced to death for his own murder.
80234491,Flavors of Youth: International Version,"Memories in a bowl of steaming noodles, a fading beauty finding her way and a bittersweet first love – all in these stories of city life in China."
80124724,Alan Saldaña: Mi vida de pobre,Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.
80168079,Icarus,An American filmmaker and cyclist unwittingly wades into a global scandal when a Russian scientist leaks shocking details of a vast doping conspiracy.
80155475,Message from the King,"On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles."
70254350,Chennai Express,What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.
70033611,"Justice, My Foot!",Slick lawyer Sung fears he's been cursed with bad karma and considers giving up his practice – until he's approached by a widow accused of murder.
80997863,Prince Charming,"Two young buddies seek love in Hawaii, and upon returning home in disappointment, soon entangle themselves in a messy identity swap."
80114719,The Laws of Thermodynamics,"A physicist uses the laws of thermodynamics to describe romance and relationships, but his theories prove faulty when it comes to his own love life."
80042182,The Eichmann Show,This is the astonishing true story behind a moment in TV history: the live 1961 broadcast of Nazi mass-murderer Adolf Eichmann's trial in Jerusalem.
81091381,Feo pero sabroso,"When an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped."
81141694,Mi amigo Alexis,"When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game."
80209658,Unbridled,"Desperate to keep her husband’s secret, a devoted politician’s wife struggles to stave off threats that could ruin their promising new life."
80994162,Misfit,"After living in America for years, a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school."
80174897,Like Father,"After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father."
