,title,imdb_user_review,imdb_critic_review,tomato_critic_review,tomato_user_review
3653,"Ted Williams: ""The Greatest Hitter Who Ever Lived""",7.8,N/A,N/A,N/A
3654,Arthur,6.9,69,N/A,N/A
3655,Fracture,7.2,68,N/A,71
3656,Get Smart,6.5,54,N/A,50
3657,Hedgehogs,4.2,N/A,N/A,27
3658,I Am Maris: Portrait of a Young Yogi,7.1,N/A,N/A,N/A
3659,Jesus: Countdown to Calvary,7,N/A,N/A,N/A
3660,Love O2O,8,N/A,N/A,N/A
3661,P.S. I Love You,7,39,N/A,N/A
3662,Penelope,6.7,48,N/A,N/A
3663,Pinky Memsaab,6.5,N/A,N/A,N/A
3664,Sherlock Holmes,7.6,57,N/A,N/A
3665,Spy Kids,5.5,71,N/A,93
3666,Spy Kids 3-D: Game Over,4.2,57,N/A,45
3667,The Bye Bye Man,4.2,37,N/A,18
3668,The Legend of Michael Mishra,4.5,N/A,N/A,0
3669,Fear and Desire,5.5,N/A,N/A,N/A
3670,The Trust,5.4,58,N/A,63
3671,The World's Most Wanted,5.4,N/A,N/A,N/A
3672,War,6.5,N/A,N/A,14
3673,A Billion Colour Story,7.8,N/A,N/A,N/A
3674,A Dangerous Woman,5.8,N/A,N/A,N/A
3675,A Sort of Family,6.4,N/A,N/A,57
3676,An American Tail,6.9,38,N/A,71
3677,An American Tail: Fievel Goes West,6.5,N/A,N/A,54
3678,An American Tail: The Mystery of the Night Monster,6,N/A,N/A,40
3679,An American Tail: The Treasure of Manhattan Island,5.9,N/A,N/A,N/A
3680,Balto,7.1,N/A,N/A,54
3681,Balto: Wolf Quest,6.1,N/A,N/A,N/A
3682,Balto III: Wings of Change,6.3,N/A,N/A,63
3683,Barsaat,5.4,N/A,N/A,N/A
3684,Tommy Boy,7.1,46,N/A,N/A
3685,Billu,6.2,N/A,N/A,N/A
3686,Class of '61,5.5,N/A,N/A,N/A
3687,Dad,6.3,N/A,N/A,60
3688,Unfreedom,5.1,24,N/A,N/A
3689,Dil Hai Tumhaara,5.3,N/A,N/A,69
3690,How to Make an American Quilt,6.3,N/A,N/A,61
3691,John Mulaney: New in Town,8.3,N/A,N/A,100
3692,Kya Kehna,5.9,N/A,N/A,N/A
3693,Vis a vis,8.3,N/A,N/A,37
3694,I'm Always Here,7,N/A,N/A,N/A
3695,Mandobasar Galpo,6,N/A,N/A,N/A
3696,Creep,5.6,N/A,N/A,N/A
3697,Om Shanti Om,6.7,N/A,N/A,76
3698,Riddle,6.5,N/A,N/A,N/A
3699,Phir Bhi Dil Hai Hindustani,6.2,N/A,N/A,55
3700,Rukh,6.5,N/A,N/A,100
3701,Sairat,8.3,N/A,N/A,100
3702,Schindler's List,8.9,94,N/A,N/A
3703,Secret in Their Eyes,6.3,45,N/A,90
3704,La Antena,7.4,N/A,N/A,N/A
3705,The Duchess,6.9,62,N/A,N/A
3706,Una,6.2,62,N/A,N/A
3707,Beyond All Boundaries,7.3,N/A,N/A,N/A
3708,Born to Be Free,7.4,N/A,N/A,N/A
3709,Celluloid Man,7.8,N/A,N/A,N/A
3710,Couples Counseling,5.6,N/A,N/A,N/A
3711,Dancing Quietly,6.2,N/A,N/A,N/A
3712,Deuces,5.9,N/A,N/A,N/A
3713,Don't Look Down,6,N/A,N/A,N/A
3714,Elaan,4.4,N/A,N/A,N/A
3715,Five Nights in Maine,4.6,45,N/A,28
3716,Killa,8,N/A,N/A,85
3717,Lavender,5.4,46,N/A,36
3718,Ouran High School Host Club,8.2,N/A,N/A,N/A
3719,Salaakhen,5.3,N/A,N/A,N/A
3720,Skins,8.2,N/A,N/A,59
3721,The Tenth Man,7,N/A,N/A,N/A
3722,Toro,5.9,N/A,N/A,N/A
3723,Frank and Cindy,6.1,N/A,N/A,94
3724,Iverson,7.1,N/A,N/A,N/A
3725,Jeremy Scott: The People's Designer,6.4,N/A,N/A,N/A
3726,Once Upon a Time,7.7,N/A,N/A,N/A
3727,Gotham,7.8,N/A,N/A,36
3728,Naruto: Shippûden,8.6,N/A,N/A,N/A
3729,Toast of London,8.2,N/A,N/A,N/A
3730,Hemlock Grove,7.1,N/A,N/A,N/A
3731,DokiDoki! PreCure,6.7,N/A,N/A,N/A
3732,Mars,7.5,N/A,N/A,86
3733,Supernatural,8.4,N/A,N/A,60
3734,DC's Legends of Tomorrow,6.8,N/A,N/A,N/A
3735,Riverdale,7,N/A,N/A,N/A
3736,The Flash,7.7,N/A,N/A,N/A
3737,Velvet,8.1,N/A,N/A,N/A
3738,Arrow,7.6,N/A,N/A,N/A
3739,Royal Pains,7,N/A,N/A,N/A
3740,Call the Midwife,8.4,N/A,N/A,N/A
3741,Father Brown,7.7,N/A,N/A,N/A
3742,Hoff the Record,6.9,N/A,N/A,N/A
3743,World of Winx,7,N/A,N/A,N/A
3744,Degrassi: Next Class,6.9,N/A,N/A,N/A
3745,Kuromukuro,7.2,N/A,N/A,N/A
3746,Comedians in Cars Getting Coffee,8.1,N/A,N/A,N/A
3747,The Cat in the Hat Knows a Lot About That!,6.5,N/A,N/A,N/A
3748,Fullmetal Alchemist: Brotherhood,9.1,N/A,N/A,N/A
3749,Merlin,7.9,N/A,N/A,N/A
3750,Abnormal Summit,7.2,N/A,N/A,N/A
3751,The Great British Baking Show,8.6,N/A,N/A,N/A
3752,Miraculous: Tales of Ladybug & Cat Noir,7.8,N/A,N/A,N/A
3753,Sacred Games,8.7,N/A,N/A,N/A
3754,Knowing Bros,8.3,N/A,N/A,N/A
3755,Leyla and Mecnun,9.1,N/A,N/A,N/A
